City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Antsohihy,MG,-14.8796,47.9875,71.56,94,100,6.17,light rain
348,Bulgan,MN,48.8125,103.5347,-3.24,87,43,4.54,scattered clouds
349,Sanghar,PK,26.0466,68.9481,62.67,22,0,7.4,clear sky
350,Abashiri,JP,44.0213,144.2697,21.94,90,100,13.42,light snow
351,Tuy Hoa,VN,13.0833,109.3,71.78,88,100,12.41,overcast clouds
352,Kashi,CN,39.4547,75.9797,30.25,74,75,8.95,broken clouds
353,Oistins,BB,13.0667,-59.5333,82.49,57,20,16.11,few clouds
354,Bonnyville,CA,54.2668,-110.735,-0.6,89,100,9.84,overcast clouds
355,Bonthe,SL,7.5264,-12.505,80.24,74,91,10.36,overcast clouds
356,Kanniyakumari,IN,8.0833,77.5667,78.58,78,98,9.31,overcast clouds
357,Mindelo,CV,16.8901,-24.9804,74.75,60,0,23.02,clear sky
358,Waitati,NZ,-45.75,170.5667,52.81,76,6,3.87,clear sky
359,Marystown,CA,47.1666,-55.1483,43.86,100,100,1.01,overcast clouds
360,Gigmoto,PH,13.7796,124.39,76.71,84,82,15.5,broken clouds
361,Soskovo,RU,52.7475,35.3828,19.18,95,100,13.09,snow
362,Vostok,RU,46.4856,135.8833,-11.04,99,100,3.24,overcast clouds
363,Quesnel,CA,52.9999,-122.5029,28.9,100,40,2.3,mist
364,Oranjestad,AW,12.524,-70.027,82.35,57,20,17.27,few clouds
365,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,83,0,13.8,clear sky
366,Russkaya Polyana,UA,49.417,31.9201,30.22,98,100,12.15,snow
367,Yulara,AU,-25.2406,130.9889,67.84,52,0,6.91,clear sky
368,Clyde River,CA,70.4692,-68.5914,-25.37,68,40,11.5,scattered clouds
369,Tanggu,CN,39.0211,117.6469,31.96,42,57,9.15,broken clouds
370,Srandakan,ID,-7.9386,110.2506,62.73,84,100,5.17,overcast clouds
371,Broome,US,42.2506,-75.833,19.71,67,75,4.0,broken clouds
372,Boysun,UZ,38.2061,67.1986,40.1,90,100,6.87,moderate rain
373,Alofi,NU,-19.0595,-169.9187,75.09,100,100,3.44,overcast clouds
374,Nabire,ID,-3.3667,135.4833,75.15,93,98,3.04,overcast clouds
375,Bayan,CN,46.0833,127.4,-13.5,100,90,3.74,overcast clouds
376,Tazovskiy,RU,67.4667,78.7,-5.21,100,93,7.43,overcast clouds
377,Kirakira,SB,-10.4544,161.9205,81.1,84,100,4.81,overcast clouds
378,Luwuk,ID,-0.9516,122.7875,76.8,87,100,3.18,overcast clouds
379,Houma,US,29.5958,-90.7195,46.99,53,0,14.97,clear sky
380,Mandalgovi,MN,45.7625,106.2708,2.59,74,0,6.4,clear sky
381,Caluquembe,AO,-13.7833,14.6833,60.19,67,100,2.48,overcast clouds
382,Faanui,PF,-16.4833,-151.75,81.09,72,12,18.68,few clouds
383,Constantine,DZ,36.365,6.6147,51.21,76,75,10.36,broken clouds
384,Vardo,NO,70.3705,31.1107,26.62,78,100,26.44,overcast clouds
385,Ambilobe,MG,-13.2,49.05,73.87,94,100,4.54,light rain
386,Oussouye,SN,12.485,-16.5469,98.78,34,5,9.48,clear sky
387,Northam,GB,51.0333,-4.2167,51.42,86,100,30.06,overcast clouds
388,Adrar,MR,20.5022,-10.0711,72.72,7,0,8.63,clear sky
389,Atar,MR,20.5169,-13.0499,80.92,8,0,7.63,clear sky
390,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,77,74,12.26,broken clouds
391,Saint Anthony,US,45.0205,-93.218,16.25,59,75,5.99,broken clouds
392,Longyearbyen,SJ,78.2186,15.6401,10.24,61,20,23.02,few clouds
393,Half Moon Bay,US,37.4636,-122.4286,62.19,65,0,3.44,haze
394,Kargopol,RU,61.5071,38.9456,6.87,94,56,6.82,broken clouds
395,Khuzhir,RU,53.1939,107.3397,13.26,92,100,2.48,overcast clouds
396,Escondido,US,33.1192,-117.0864,71.01,18,0,3.0,clear sky
397,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,44,0,5.75,clear sky
398,Mangrol,IN,21.1167,70.1167,66.54,69,0,5.53,clear sky
399,Sioux Lookout,CA,50.1001,-91.917,5.38,72,100,11.5,overcast clouds
400,Sargatskoye,RU,55.6101,73.4972,10.02,83,100,7.9,overcast clouds
401,Trenggalek,ID,-8.05,111.7167,74.88,87,58,2.75,broken clouds
402,Zamora,EC,-4.0692,-78.9567,81.64,81,73,0.47,light rain
403,Evensk,RU,61.95,159.2333,15.46,41,12,21.77,few clouds
404,Ardakan,IR,32.31,54.0175,48.58,21,0,4.61,clear sky
405,Waingapu,ID,-9.6567,120.2641,78.6,88,100,7.11,overcast clouds
406,Oudtshoorn,ZA,-33.5907,22.2014,64.76,66,13,2.77,few clouds
407,Mehamn,NO,71.0357,27.8492,22.48,83,5,22.17,clear sky
408,Bundaberg,AU,-24.85,152.35,68.29,76,29,5.01,scattered clouds
409,Rosarito,MX,32.3333,-117.0333,68.63,23,0,1.28,clear sky
410,Ligayan,PH,4.6533,119.4706,80.26,81,97,9.66,overcast clouds
411,Asosa,ET,10.0667,34.5333,65.32,31,46,5.12,scattered clouds
412,Kiunga,PG,-6.1219,141.2906,72.28,100,100,2.66,overcast clouds
413,Neuquen,AR,-38.9516,-68.0591,75.09,38,40,2.3,scattered clouds
414,Dalbandin,PK,28.8947,64.4101,60.66,25,0,11.79,clear sky
415,Kholm-Zhirkovskiy,RU,55.5189,33.4731,19.18,95,100,11.25,snow
416,Victoria,HK,22.2855,114.1577,61.25,82,100,1.01,overcast clouds
417,Buchanan,LR,5.8808,-10.0467,84.16,80,76,8.57,broken clouds
418,Whyalla,AU,-33.0333,137.5833,64.29,82,100,0.0,overcast clouds
419,Cabinda,AO,-5.55,12.2,78.37,85,40,8.01,scattered clouds
420,Murindo,CO,6.9848,-76.7544,87.08,57,74,5.84,broken clouds
421,Svetlogorsk,BY,52.6333,29.7333,33.58,86,100,15.93,overcast clouds
422,Tiksi,RU,71.6872,128.8694,-22.4,98,85,7.81,overcast clouds
423,Kismayo,SO,-0.3582,42.5454,78.4,80,95,11.97,overcast clouds
424,Murgab,TM,37.4966,61.9714,53.47,54,75,20.71,light intensity shower rain
425,Zalantun,CN,48.0,122.7167,-2.85,88,89,6.06,overcast clouds
426,Palomares,MX,17.15,-95.0667,57.85,69,99,15.61,overcast clouds
427,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.94,60,85,10.11,overcast clouds
428,Tommot,RU,58.9564,126.2925,-11.38,100,100,2.73,overcast clouds
429,Barinas,VE,8.6226,-70.2075,92.89,35,40,6.91,scattered clouds
430,Samarai,PG,-10.6167,150.6667,79.95,82,100,8.81,overcast clouds
431,Abaza,RU,52.655,90.0928,5.41,86,11,5.39,few clouds
432,Kasungu,MW,-13.0333,33.4833,63.54,96,82,3.91,broken clouds
433,Cabedelo,BR,-6.9811,-34.8339,86.67,65,7,11.3,clear sky
434,Melo,UY,-32.3667,-54.1833,82.51,41,100,12.88,overcast clouds
435,Totness,SR,5.8833,-56.3167,80.89,74,43,11.52,heavy intensity rain
436,Port Hedland,AU,-20.3167,118.5667,84.25,79,40,4.61,scattered clouds
437,Sur,OM,22.5667,59.5289,72.73,52,0,6.67,clear sky
438,Hirara,JP,24.8,125.2833,62.19,68,100,18.81,overcast clouds
439,Korla,CN,41.7597,86.1469,24.69,41,96,8.79,overcast clouds
440,Pakokku,MM,21.3333,95.1,69.71,51,0,11.21,clear sky
441,Bima,ID,-8.4667,118.7167,77.07,94,100,3.2,overcast clouds
442,Harer,ET,9.3094,42.1258,61.38,14,12,9.8,few clouds
443,Mugur-Aksy,RU,50.35,90.5,-9.71,58,0,6.13,clear sky
444,Abu Samrah,SY,35.3029,37.1841,44.56,80,0,7.38,clear sky
445,Zakamensk,RU,50.3741,103.2863,-5.73,97,73,3.76,broken clouds
446,Constitucion,CL,-35.3333,-72.4167,71.51,55,7,17.07,clear sky
447,Centralia,US,46.7162,-122.9543,46.76,85,100,4.61,overcast clouds
448,Tarata,BO,-17.6167,-66.0167,74.62,54,99,9.44,overcast clouds
449,General Pico,AR,-35.6566,-63.7568,73.33,36,99,14.81,overcast clouds
450,Waterloo,CA,43.4668,-80.5164,20.32,40,0,3.44,clear sky
451,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,81,38,25.84,scattered clouds
452,Diphu,IN,25.8333,93.4333,51.48,98,26,1.19,scattered clouds
453,Barra Dos Coqueiros,BR,-10.9089,-37.0386,86.02,62,20,12.66,few clouds
454,Estevan,CA,49.1334,-102.9842,34.14,93,100,7.31,fog
455,Staryy Nadym,RU,65.6118,72.6842,-17.82,100,100,1.66,overcast clouds
456,Bugene,TZ,-1.5911,31.1403,59.65,92,100,4.94,light rain
457,Mount Gambier,AU,-37.8333,140.7667,58.91,82,40,6.91,scattered clouds
458,Mount Isa,AU,-20.7333,139.5,74.97,41,0,5.75,clear sky
459,Jinchang,CN,38.4953,102.1739,16.23,85,100,5.86,overcast clouds
460,Benoy,TD,8.9833,16.3199,78.17,15,27,5.41,scattered clouds
461,Seoul,KR,37.5683,126.9778,22.44,64,0,2.3,clear sky
462,Asau,RO,46.4333,26.4,37.96,87,98,1.7,overcast clouds
463,Fairbanks,US,64.8378,-147.7164,2.61,79,75,4.61,broken clouds
464,Bilibino,RU,68.0546,166.4372,-15.23,94,13,4.72,few clouds
465,Bilma,NE,18.6853,12.9164,63.46,18,0,4.61,clear sky
466,Nanyuki,KE,0.0167,37.0728,59.9,69,100,2.21,overcast clouds
467,Shirokiy,RU,49.758,129.523,-20.81,100,95,3.78,overcast clouds
468,Mocuba,MZ,-16.8392,36.9856,71.89,94,19,2.28,few clouds
469,Horqueta,PY,-23.3428,-57.0597,78.62,84,100,11.5,light rain
470,Juneau,US,58.3019,-134.4197,38.84,99,100,10.0,snow
471,Albanel,CA,48.8832,-72.4487,1.54,46,54,9.22,broken clouds
472,Pitimbu,BR,-7.4706,-34.8086,86.59,63,19,10.63,few clouds
473,Lithakia,GR,37.7167,20.8333,54.59,87,100,5.84,overcast clouds
474,Kuruman,ZA,-27.4524,23.4325,72.99,53,95,12.91,overcast clouds
475,Khorixas,NA,-20.3667,14.9667,73.54,44,100,18.21,overcast clouds
476,Phonhong,LA,18.5007,102.4166,66.2,91,100,1.48,overcast clouds
477,Bartica,GY,6.4,-58.6167,77.32,93,96,3.87,overcast clouds
478,Muzhi,RU,65.3667,64.6667,-14.46,100,52,1.88,broken clouds
479,Aksarka,RU,66.5606,67.7975,-18.0,100,62,3.94,broken clouds
480,Anju,KP,39.6178,125.6647,8.53,87,12,1.61,few clouds
481,Mumford,GH,5.2618,-0.759,80.92,82,4,10.69,clear sky
482,Bousso,TD,10.4795,16.7117,76.91,16,93,7.65,overcast clouds
483,Kenai,US,60.5544,-151.2583,27.09,93,100,9.22,light snow
484,Mezen,RU,65.8522,44.24,9.75,89,100,12.82,overcast clouds
485,Katherine,AU,-14.4667,132.2667,75.52,94,100,0.0,overcast clouds
486,Illela,NG,13.7292,5.2975,72.12,13,0,11.1,clear sky
487,El Tigre,VE,8.8875,-64.2454,92.14,29,17,8.01,few clouds
488,Alice Springs,AU,-23.7,133.8833,58.55,94,0,5.75,clear sky
489,Viedma,AR,-40.8135,-62.9967,63.45,48,99,15.37,overcast clouds
490,Doha,QA,25.2867,51.5333,66.18,50,0,13.8,clear sky
491,Rocha,UY,-34.4833,-54.3333,71.65,73,98,12.71,overcast clouds
492,Hualmay,PE,-11.0964,-77.6139,75.94,69,26,12.01,scattered clouds
493,Mpulungu,ZM,-8.7623,31.1141,71.87,76,100,1.14,overcast clouds
494,Mandera,KE,3.9366,41.867,85.73,18,100,7.07,overcast clouds
495,Olenino,RU,56.2092,33.4889,18.54,95,100,9.82,light snow
496,Maldonado,UY,-34.6667,-54.9167,76.39,70,61,14.7,broken clouds
497,Naron,ES,43.5167,-8.1528,52.02,79,0,9.13,clear sky
498,Mosetse,BW,-20.75,26.65,73.09,59,77,14.03,broken clouds
499,Truth Or Consequences,US,33.1284,-107.2528,40.91,42,0,3.44,clear sky
500,Ossora,RU,59.2353,163.0719,13.37,89,100,9.51,overcast clouds
501,Salinopolis,BR,-0.6136,-47.3561,79.72,83,100,10.98,overcast clouds
502,El Alto,PE,-4.2714,-81.2147,85.66,67,28,11.92,scattered clouds
503,Dubai,AE,25.2582,55.3047,75.22,53,0,3.44,clear sky
504,Metkovic,HR,43.0542,17.6483,46.87,84,15,3.76,few clouds
505,Derzhavinsk,KZ,51.1,66.3167,17.15,76,100,15.55,overcast clouds
506,Bobrov,RU,51.0961,40.0333,-1.03,100,58,4.59,broken clouds
507,Chojnow,PL,51.2737,15.9366,39.96,74,100,16.17,overcast clouds
508,Inirida,CO,3.8653,-67.9239,84.36,69,96,4.68,overcast clouds
509,Dunedin,NZ,-45.8742,170.5036,52.81,76,39,1.99,scattered clouds
510,Mega,ET,4.05,38.3,69.03,20,100,5.53,overcast clouds
511,Iskilip,TR,40.7353,34.4739,21.43,91,99,3.15,overcast clouds
512,Yanam,IN,16.7333,82.2167,70.11,80,8,4.03,light rain
513,Joensuu,FI,62.6012,29.7632,22.26,91,100,1.99,light snow
514,Vao,NC,-22.6667,167.4833,79.84,86,85,8.5,overcast clouds
515,Santa Rosa,PH,14.3122,121.1114,78.78,72,93,14.56,overcast clouds
516,Mareeba,AU,-17.0,145.4333,71.44,95,99,1.88,overcast clouds
517,Sulangan,PH,11.1373,123.7228,79.95,74,81,19.53,broken clouds
518,Umm Kaddadah,SD,13.6017,26.6876,61.16,18,100,15.82,overcast clouds
519,Sokoto,NG,13.0609,5.239,73.44,13,0,10.76,clear sky
520,Sept-Iles,CA,50.2001,-66.3821,10.06,45,75,1.01,broken clouds
521,Aviles,ES,43.5547,-5.9248,50.74,78,0,2.3,clear sky
522,Kununurra,AU,-15.7667,128.7333,78.78,94,100,3.44,overcast clouds
523,Tura,IN,25.5198,90.2201,49.86,91,1,1.72,clear sky
524,Chamalieres,FR,45.7756,3.0631,38.25,70,75,2.3,broken clouds
525,Sola,VU,-13.8833,167.55,75.87,100,100,0.0,overcast clouds
526,Alto Araguaia,BR,-17.3147,-53.2153,83.16,64,23,7.14,few clouds
527,Opuwo,NA,-18.0607,13.84,74.37,41,96,9.6,overcast clouds
528,Luanda,AO,-8.8368,13.2343,80.6,69,20,8.05,few clouds
529,Katsuura,JP,35.1333,140.3,32.11,50,8,7.14,clear sky
530,Ayagoz,KZ,47.9714,80.4392,-2.2,86,1,8.12,clear sky
531,Arroio Grande,BR,-32.2375,-53.0869,85.39,43,36,8.63,scattered clouds
532,Mnogovershinnyy,RU,53.9353,139.9242,-2.22,90,100,6.22,overcast clouds
533,Inongo,CD,-1.95,18.2667,76.3,78,71,6.08,broken clouds
534,Bara,NG,10.3744,10.7288,72.86,21,0,8.12,clear sky
535,Sorland,NO,67.667,12.6934,39.27,76,100,32.26,overcast clouds
536,Sousa,BR,-6.7592,-38.2281,95.02,29,66,7.0,broken clouds
537,Ugoofaaru,MV,5.6667,73.0,80.82,71,11,8.63,few clouds
538,Concepcion Del Uruguay,AR,-32.4825,-58.2372,77.99,58,60,8.99,broken clouds
539,Marrakesh,MA,31.6315,-8.0083,69.87,35,40,6.91,scattered clouds
540,Salgueiro,BR,-8.0742,-39.1192,94.03,26,37,12.84,scattered clouds
541,Gisborne,NZ,-38.6533,178.0042,64.94,87,100,5.44,overcast clouds
542,Yola,NG,9.2,12.4833,77.72,13,2,5.23,clear sky
543,Flinders,AU,-34.5833,150.8552,68.38,81,99,7.0,light rain
544,Yelniki,RU,54.6207,43.876,1.74,100,98,3.33,overcast clouds
545,Portsmouth,GB,50.799,-1.0913,51.49,90,100,10.0,overcast clouds
546,Oktyabrskiy,RU,54.4815,53.471,20.37,97,100,2.04,light snow
547,Moose Factory,CA,51.2585,-80.6094,1.4,50,0,13.8,clear sky
548,Falmouth,GB,50.1544,-5.0711,50.9,80,100,27.09,overcast clouds
549,Taiyuan,CN,37.8694,112.5603,13.86,52,0,2.24,clear sky
550,Erdenet,MN,49.0333,104.0833,-3.62,93,100,4.7,overcast clouds
551,Tigil,RU,57.8,158.6667,7.56,82,91,7.83,overcast clouds
552,Port Lincoln,AU,-34.7333,135.8667,66.94,80,100,15.12,overcast clouds
553,Yarensk,RU,62.1675,49.0916,-2.24,99,49,3.62,scattered clouds
554,Tiznit,MA,29.5833,-9.5,63.46,32,51,2.59,broken clouds
555,Rawson,AR,-43.3002,-65.1023,63.0,44,0,11.16,clear sky
556,Bubaque,GW,11.2833,-15.8333,78.64,62,0,13.78,clear sky
557,Takoradi,GH,4.8845,-1.7554,80.8,81,12,10.76,few clouds
558,Lichuan,CN,30.3,108.85,29.52,92,100,4.34,light snow
559,Tarko-Sale,RU,64.9225,77.785,-14.89,100,87,4.59,overcast clouds
560,Mancheral,IN,18.8667,79.4333,65.16,27,49,4.7,scattered clouds
561,Cabras,IT,39.93,8.5314,51.08,80,100,8.75,overcast clouds
562,Goundam,ML,16.4145,-3.6708,73.69,9,0,9.4,clear sky
563,Kampong Thum,KH,12.7111,104.8887,74.55,62,23,10.36,few clouds
564,Bealanana,MG,-14.55,48.7333,62.15,97,100,4.38,overcast clouds
565,Dubbo,AU,-32.25,148.6167,57.33,77,75,9.22,broken clouds
566,Conde,BR,-7.2597,-34.9075,85.46,66,40,11.5,scattered clouds
567,Khasan,RU,42.4308,130.6434,11.68,58,5,18.99,clear sky
568,Helong,CN,42.5397,128.9972,3.97,76,28,8.32,scattered clouds
569,Odesskoye,RU,54.2111,72.9651,3.07,85,100,7.61,overcast clouds
570,Berlevag,NO,70.8578,29.0864,23.77,84,99,26.44,overcast clouds
571,Sungairaya,ID,0.7,108.9,76.89,92,100,7.2,overcast clouds
572,Traverse City,US,44.7631,-85.6206,23.61,62,100,3.0,overcast clouds
573,Fort Saint James,CA,54.4333,-124.25,38.75,79,60,8.1,broken clouds
574,Deputatskiy,RU,69.3,139.9,-29.85,97,91,3.11,overcast clouds
575,Kalmunai,LK,7.4167,81.8167,75.16,78,68,6.69,broken clouds
576,Ulladulla,AU,-35.35,150.4667,64.87,76,99,10.54,overcast clouds
577,Ixtapa,MX,20.7,-105.2,86.81,37,10,6.93,clear sky
578,Kabanjahe,ID,3.1001,98.4908,63.36,95,100,0.29,overcast clouds
579,Igrim,RU,63.1906,64.4162,-9.18,100,92,4.05,overcast clouds
580,Huarmey,PE,-10.0681,-78.1522,76.98,70,12,12.26,few clouds
581,Pemangkat,ID,1.1667,108.9667,78.17,87,100,7.76,overcast clouds
582,Plock,PL,52.5468,19.7064,37.36,78,68,14.16,broken clouds
583,Redlands,US,34.0556,-117.1825,67.48,15,0,0.0,clear sky
584,Lere,NG,10.387,8.5726,71.78,19,0,9.28,clear sky
585,Maragogi,BR,-9.0122,-35.2225,82.85,60,100,10.56,overcast clouds
586,Manta,EC,-0.95,-80.7333,80.38,83,75,11.5,broken clouds
587,Fairview,US,40.8126,-73.999,30.47,59,65,8.99,broken clouds
588,Kieta,PG,-6.2167,155.6333,80.06,83,100,6.44,overcast clouds
589,Dingle,PH,10.9995,122.6711,74.71,83,88,11.16,overcast clouds
590,Balkanabat,TM,39.5108,54.3671,41.88,83,87,13.89,overcast clouds
591,Sosnovoborsk,RU,56.1325,93.3589,27.95,75,99,7.87,overcast clouds
592,Marawi,PH,7.9986,124.2928,66.65,91,18,1.97,few clouds
593,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,88,75,15.59,broken clouds
594,Clemencia,CO,10.5665,-75.325,88.97,60,5,23.58,clear sky
595,Melilla,ES,35.2937,-2.9383,59.38,82,75,3.44,broken clouds
596,Krivosheino,RU,57.3431,83.9261,16.02,90,100,6.58,overcast clouds
597,Ulkan,RU,57.243,107.3223,18.1,95,100,8.43,light snow
598,Kuusamo,FI,65.9667,29.1833,17.64,86,100,10.36,overcast clouds
599,Maceio,BR,-9.6658,-35.7353,85.44,58,0,16.11,clear sky
600,Panaba,MX,21.2833,-88.2667,78.64,66,95,15.77,overcast clouds
601,Neyshabur,IR,36.2133,58.7958,41.94,68,87,5.23,overcast clouds
602,Ormara,PK,25.2088,64.6357,71.83,68,0,9.89,clear sky
603,Weligama,LK,5.9667,80.4167,73.96,86,10,5.28,clear sky
604,Antofagasta,CL,-23.65,-70.4,72.21,63,2,9.57,clear sky
605,Umba,RU,66.6871,34.3429,18.3,94,100,16.55,snow
606,Padang,ID,-0.9492,100.3543,74.16,97,100,1.7,overcast clouds
607,Craig,US,40.5153,-107.5464,29.39,74,10,2.89,clear sky
608,Dzaoudzi,YT,-12.7887,45.2699,84.09,79,0,14.97,clear sky
609,Jatiroto,ID,-7.8833,111.1167,73.65,90,70,0.83,broken clouds
610,Port-Gentil,GA,-0.7193,8.7815,79.79,80,15,8.97,few clouds
611,Esperance,AU,-33.8667,121.9,66.04,70,5,17.47,clear sky
612,Van Buren,US,35.4368,-94.3483,41.41,56,4,1.99,clear sky
613,Demyansk,RU,57.643,32.466,21.25,94,100,9.82,snow
614,Sumperk,CZ,49.9653,16.9706,38.75,83,97,8.88,overcast clouds
615,Biak,ID,-0.9131,122.8766,75.9,86,100,2.44,overcast clouds
616,Verkhovye,RU,52.8119,37.2425,2.39,100,98,7.07,overcast clouds
617,Stanton,US,33.8025,-117.9931,72.16,18,0,5.99,clear sky
618,Mao,ES,39.8885,4.2658,52.36,82,40,3.44,scattered clouds
619,Dolores,AR,-36.3132,-57.6792,62.8,79,100,11.07,light rain
620,Ust-Uda,RU,54.1742,103.0304,14.79,96,100,4.54,light snow
621,Odienne,CI,9.51,-7.5692,82.87,12,83,3.31,broken clouds
622,Central Point,US,42.376,-122.9164,53.4,52,0,2.15,clear sky
623,Great Falls,US,47.5002,-111.3008,44.17,46,100,11.01,overcast clouds
624,Diamantino,BR,-14.4086,-56.4461,87.13,62,31,2.55,scattered clouds
625,Yagodnoye,RU,62.55,149.6667,-26.97,84,10,3.67,clear sky
626,Boa Vista,BR,2.8197,-60.6733,89.58,45,75,12.66,broken clouds
627,Larsnes,NO,62.2028,5.5773,39.0,94,100,14.99,overcast clouds
628,Srednekolymsk,RU,67.45,153.6833,-39.71,99,39,3.8,scattered clouds
629,Sohbatpur,PK,28.5202,68.5434,62.24,29,0,9.42,clear sky
630,Trelew,AR,-43.249,-65.3051,68.31,34,0,12.93,clear sky
631,Suarez,CO,2.954,-76.6964,74.62,82,99,3.94,overcast clouds
632,Somerville,US,42.3876,-71.0995,26.26,63,26,5.01,snow
633,Eseka,CM,3.65,10.7667,77.95,77,10,3.94,clear sky
634,Gimli,CA,50.6336,-96.9907,8.13,72,100,9.22,overcast clouds
635,Livani,LV,56.3543,26.1758,32.27,90,100,9.78,overcast clouds
636,Praya,CV,14.9215,-23.5087,79.34,41,0,17.27,clear sky
637,Qorveh,IR,35.1664,47.8045,23.61,92,29,8.1,scattered clouds
638,Ranong,TH,9.9658,98.6348,75.6,89,34,5.44,scattered clouds
639,Solnechnyy,RU,50.7214,136.6319,2.21,98,100,1.25,overcast clouds
640,Bonwapitse,BW,-23.0766,26.7037,73.87,59,66,6.53,broken clouds
641,Coruripe,BR,-10.1256,-36.1756,83.52,57,100,13.56,overcast clouds
642,Henties Bay,NA,-22.116,14.2845,68.86,80,11,5.97,few clouds
643,Ratnagiri,IN,16.9833,73.3,69.76,83,11,5.41,few clouds
644,Bend,US,44.0582,-121.3153,47.98,52,0,1.01,clear sky
645,Kamyshevatskaya,RU,46.4132,37.9563,31.57,72,64,10.47,broken clouds
646,Cartagena,CO,10.3997,-75.5144,89.22,55,20,19.57,few clouds
647,Inhambane,MZ,-23.865,35.3833,80.58,78,40,13.0,scattered clouds
648,Ballina,AU,-28.8667,153.5667,71.56,75,75,16.11,broken clouds
649,Atherton,GB,53.5237,-2.4935,48.88,83,100,10.0,light rain
650,Sanjo,JP,37.6167,138.95,27.82,93,100,16.55,light snow
651,Sumbe,AO,-11.2061,13.8437,76.41,79,72,7.76,broken clouds
652,Belmonte,BR,-15.8631,-38.8828,82.9,69,69,9.98,broken clouds
653,Gangapur,IN,26.4833,76.7167,53.89,50,0,8.37,clear sky
654,Wanning,CN,18.8003,110.3967,65.91,83,97,8.75,overcast clouds
655,Koumra,TD,8.9126,17.5539,80.62,15,95,4.59,overcast clouds
656,Kyshtovka,RU,56.555,76.6271,12.43,86,100,6.71,overcast clouds
657,Carutapera,BR,-1.195,-46.02,79.11,88,100,8.25,overcast clouds
658,Klyuchi,RU,52.2667,79.1667,1.6,92,8,6.89,clear sky
659,Husavik,IS,66.0449,-17.3389,13.91,96,100,27.11,snow
